School Year,District Name,Category,4-Year Graduation Rate,Still Enrolled,Non-Completers (Certificate Of Attendance),Other,Column 8
2011,Regional School District 01,Non-Hispanic,83.5,5.3,0,11.3,
2011,Regional School District 01,Asian American ,NA,NA,NA,NA,
2011,Regional School District 01,White,83.2,5.3,0,11.5,
2011,Regional School District 01,Male,76.1,9.9,0,14.1,
2011,Regional School District 01,Female,91,1.5,0,7.5,
2011,Regional School District 01,Non-ELL,83.3,5.8,0,10.9,
2011,Regional School District 01,Eligible For Lunch,64.7,17.6,0,17.6,
2011,Regional School District 01,Not Eligible For Lunch,86,4.1,0,9.9,
2011,Regional School District 01,Special Education,81.3,12.5,0,6.3,
2011,Regional School District 01,Non-Special Education,83.6,4.9,0,11.5,
2011,Regional School District 04,All Students,88.3,1.8,0,9.9,
2011,Regional School District 04,Hispanic,100,0,0,0,
2011,Regional School District 04,Non-Hispanic,87.9,1.8,0,10.3,
2011,Regional School District 04,Asian American ,100,0,0,0,
2011,Regional School District 04,Black,NA,NA,NA,NA,
2011,Regional School District 04,White,87,1.9,0,11,
2011,Regional School District 04,Male,89.7,2.1,0,8.2,
2011,Regional School District 04,Female,86.5,1.4,0,12.2,
2011,Regional School District 04,ELL,NA,NA,NA,NA,
2011,Regional School District 04,Non-ELL,88.2,1.8,0,10.1,
2011,Regional School District 04,Eligible For Lunch,50,0,0,50,
2011,Regional School District 04,Not Eligible For Lunch,91.7,1.9,0,6.4,
2011,Regional School District 04,Special Education,69.6,8.7,0,21.7,
2011,Regional School District 04,Non-Special Education,91.2,0.7,0,8.1,
2011,Regional School District 05,All Students,92.4,3.4,0,4.2,
2011,Regional School District 05,Hispanic,84.6,0,0,15.4,
2011,Regional School District 05,Non-Hispanic,92.7,3.5,0,3.8,
2011,Regional School District 05,Asian American ,100,0,0,0,
2011,Regional School District 05,Black,94.1,0,0,5.9,
2011,Regional School District 05,White,91.8,4.1,0,4.1,
2011,Regional School District 05,Male,88.9,5.3,0,5.8,
2011,Regional School District 05,Female,96.7,1.1,0,2.2,
2011,Regional School District 05,ELL,NA,NA,NA,NA,
2011,Regional School District 05,Non-ELL,92.4,3.4,0,4.2,
2011,Regional School District 05,Eligible For Lunch,60,13.3,0,26.7,
2011,Regional School District 05,Not Eligible For Lunch,93.7,3,0,3.3,
2011,Regional School District 05,Special Education,78,17.1,0,4.9,
2011,Regional School District 05,Non-Special Education,94,1.9,0,4.1,
2011,Regional School District 06,All Students,88.5,1.9,0,9.6,
2011,Regional School District 06,Hispanic,NA,NA,NA,NA,
2011,Regional School District 06,Non-Hispanic,88.2,2,0,9.8,
2011,Regional School District 06,Asian American ,NA,NA,NA,NA,
2011,Regional School District 06,Black,NA,NA,NA,NA,
2011,Regional School District 06,White,88,2,0,10,
2011,Regional School District 06,Male,88.6,2.3,0,9.1,
2011,Regional School District 06,Female,88.3,1.7,0,10,
2011,Regional School District 06,ELL,NA,NA,NA,NA,
2011,Regional School District 06,Non-ELL,88.3,1.9,0,9.7,
2011,Regional School District 06,Eligible For Lunch,90.9,9.1,0,0,
2011,Regional School District 06,Not Eligible For Lunch,88.2,1.1,0,10.8,
2011,Regional School District 06,Special Education,86.7,0,0,13.3,
2011,Regional School District 06,Non-Special Education,88.8,2.2,0,9,
2011,Regional School District 07,All Students,93.8,4.8,0,1.4,
2011,Regional School District 07,Hispanic,NA,NA,NA,NA,
2011,Regional School District 07,Non-Hispanic,93.7,4.9,0,1.5,
2011,Regional School District 07,Asian American ,NA,NA,NA,NA,
2011,Regional School District 07,Black,NA,NA,NA,NA,
2011,Regional School District 07,White,93.5,5,0,1.5,
2011,Regional School District 07,Male,93.8,5.2,0,1,
2011,Regional School District 07,Female,93.8,4.5,0,1.8,
2011,Regional School District 07,ELL,NA,NA,NA,NA,
2011,Regional School District 07,Non-ELL,93.7,4.8,0,1.4,
2011,Regional School District 07,Eligible For Lunch,88.2,5.9,0,5.9,
2011,Regional School District 07,Not Eligible For Lunch,94.2,4.7,0,1,
2011,Regional School District 07,Special Education,64,32,0,4,
2011,Regional School District 07,Non-Special Education,97.8,1.1,0,1.1,
2011,Regional School District 08,All Students,84.6,7.9,0,7.5,
2011,Regional School District 08,Hispanic,66.7,0,0,33.3,
2011,Regional School District 08,Non-Hispanic,85.1,8,0,6.9,
2011,Regional School District 08,Asian American ,NA,NA,NA,NA,
2011,Regional School District 08,White,84.8,8.2,0,7,
2011,Regional School District 08,Male,80.6,9.4,0,10.1,
2011,Regional School District 08,Female,89.1,6.3,0,4.7,
2011,Regional School District 08,ELL,NA,NA,NA,NA,
2011,Regional School District 08,Non-ELL,85,7.5,0,7.5,
2011,Regional School District 08,Eligible For Lunch,45.5,18.2,0,36.4,
2011,Regional School District 08,Not Eligible For Lunch,86.3,7.4,0,6.3,
2011,Regional School District 08,Special Education,58.6,27.6,0,13.8,
2011,Regional School District 08,Non-Special Education,87.8,5.5,0,6.7,
2011,Regional School District 09,All Students,95.5,4.5,0,0,
2011,Regional School District 09,Hispanic,100,0,0,0,
2011,Regional School District 09,Non-Hispanic,95.2,4.8,0,0,
2011,Regional School District 09,American Indian,NA,NA,NA,NA,
2011,Regional School District 09,Asian American ,NA,NA,NA,NA,
2011,Regional School District 09,Black,NA,NA,NA,NA,
2011,Regional School District 09,White,95,5,0,0,
2011,Regional School District 09,Male,92.9,7.1,0,0,
2011,Regional School District 09,Female,98.1,1.9,0,0,
2011,Regional School District 09,Non-ELL,95.5,4.5,0,0,
2011,Regional School District 09,Eligible For Lunch,NA,NA,NA,NA,
2011,Regional School District 09,Not Eligible For Lunch,95.8,4.2,0,0,
2011,Regional School District 09,Special Education,75.7,24.3,0,0,
2011,Regional School District 09,Non-Special Education,99.5,0.5,0,0,
2011,Regional School District 10,All Students,95.5,2.8,0,1.7,
2011,Regional School District 10,Hispanic,83.3,16.7,0,0,
2011,Regional School District 10,Non-Hispanic,95.9,2.3,0,1.8,
2011,Regional School District 10,Asian American ,NA,NA,NA,NA,
2011,Regional School District 10,Black,NA,NA,NA,NA,
2011,Regional School District 10,White,95.8,2.4,0,1.8,
2011,Regional School District 10,Male,95.6,2.2,0,2.2,
2011,Regional School District 10,Female,95.4,3.4,0,1.1,
2011,Regional School District 10,Non-ELL,95.5,2.8,0,1.7,
2011,Regional School District 10,Eligible For Lunch,100,0,0,0,
2011,Regional School District 10,Not Eligible For Lunch,95.3,2.9,0,1.8,
2011,Regional School District 10,Special Education,62.5,25,0,12.5,
2011,Regional School District 10,Non-Special Education,98.8,0.6,0,0.6,
2011,Regional School District 11,All Students,71.1,5.3,0,23.7,
2011,Regional School District 11,Non-Hispanic,71.1,5.3,0,23.7,
2011,Regional School District 11,White,71.1,5.3,0,23.7,
2011,Regional School District 11,Male,64.3,14.3,0,21.4,
2011,Regional School District 11,Female,75,0,0,25,
2011,Regional School District 11,Non-ELL,71.1,5.3,0,23.7,
2011,Regional School District 11,Eligible For Lunch,33.3,22.2,0,44.4,
2011,Regional School District 11,Not Eligible For Lunch,82.8,0,0,17.2,
2011,Regional School District 11,Special Education,NA,NA,NA,NA,
2011,Regional School District 11,Non-Special Education,75,0,0,25,
2011,Regional School District 12,All Students,86,2.2,0,11.8,
2011,Regional School District 12,Hispanic,NA,NA,NA,NA,
2011,Regional School District 12,Non-Hispanic,85.9,2.2,0,12,
2011,Regional School District 12,American Indian,NA,NA,NA,NA,
2011,Regional School District 12,Asian American ,NA,NA,NA,NA,
2011,Regional School District 12,Black,NA,NA,NA,NA,
2011,Regional School District 12,White,85.4,2.2,0,12.4,
2011,Regional School District 12,Male,82.7,3.8,0,13.5,
2011,Regional School District 12,Female,90.2,0,0,9.8,
2011,Regional School District 12,ELL,NA,NA,NA,NA,
2011,Regional School District 12,Non-ELL,85.9,2.2,0,12,
2011,Regional School District 12,Eligible For Lunch,NA,NA,NA,NA,
2011,Regional School District 12,Not Eligible For Lunch,86.7,1.1,0,12.2,
2011,Regional School District 12,Special Education,91.7,0,0,8.3,
2011,Regional School District 12,Non-Special Education,85.2,2.5,0,12.3,
2011,Regional School District 13,All Students,92.9,2.8,0,4.3,
2011,Regional School District 13,Hispanic,NA,NA,NA,NA,
2011,Regional School District 13,Non-Hispanic,92.8,2.9,0,4.3,
2011,Regional School District 13,American Indian,NA,NA,NA,NA,
2011,Regional School District 13,Asian American ,NA,NA,NA,NA,
2011,Regional School District 13,Black,NA,NA,NA,NA,
2011,Regional School District 13,White,92.6,3,0,4.4,
2011,Regional School District 13,Male,93,4.2,0,2.8,
2011,Regional School District 13,Female,92.9,1.4,0,5.7,
2011,Regional School District 13,ELL,NA,NA,NA,NA,
2011,Regional School District 13,Non-ELL,93.5,2.9,0,3.6,
2011,Regional School District 13,Eligible For Lunch,NA,NA,NA,NA,
2011,Regional School District 13,Not Eligible For Lunch,93.4,2.9,0,3.6,
2011,Regional School District 13,Special Education,81.3,12.5,0,6.3,
2011,Regional School District 13,Non-Special Education,94.4,1.6,0,4,
2011,Regional School District 14,All Students,95,3.7,0,1.4,
2011,Regional School District 14,Hispanic,NA,NA,NA,NA,
2011,Regional School District 14,Non-Hispanic,95.3,3.7,0,0.9,
2011,Regional School District 14,Asian American ,NA,NA,NA,NA,
2011,Regional School District 14,Black,NA,NA,NA,NA,
2011,Regional School District 14,White,95.7,3.8,0,0.5,
2011,Regional School District 14,Male,92.7,4.5,0,2.7,
2011,Regional School District 14,Female,97.2,2.8,0,0,
2011,Regional School District 14,ELL,NA,NA,NA,NA,
2011,Regional School District 14,Non-ELL,94.9,3.7,0,1.4,
2011,Regional School District 14,Eligible For Lunch,84.2,5.3,0,10.5,
2011,Regional School District 14,Not Eligible For Lunch,96,3.5,0,0.5,
2011,Regional School District 14,Special Education,88.2,11.8,0,0,
2011,Regional School District 14,Non-Special Education,95.5,3,0,1.5,
2011,Regional School District 15,All Students,91.5,4.1,0.3,4.1,
2011,Regional School District 15,Hispanic,77.8,22.2,0,0,
2011,Regional School District 15,Non-Hispanic,91.9,3.7,0.3,4.2,
2011,Regional School District 15,American Indian,NA,NA,NA,NA,
2011,Regional School District 15,Asian American ,NA,NA,NA,NA,
2011,Regional School District 15,Black,NA,NA,NA,NA,
2011,Regional School District 15,White,91.9,3.8,0.3,4.1,
2011,Regional School District 15,Male,90.3,5.6,0,4.1,
2011,Regional School District 15,Female,92.8,2.6,0.5,4.1,
2011,Regional School District 15,ELL,NA,NA,NA,NA,
2011,Regional School District 15,Non-ELL,91.5,4.1,0.3,4.1,
2011,Regional School District 15,Eligible For Lunch,65,15,0,20,
2011,Regional School District 15,Not Eligible For Lunch,93,3.5,0.3,3.2,
2011,Regional School District 15,Special Education,73.2,19.5,2.4,4.9,
2011,Regional School District 15,Non-Special Education,93.7,2.3,0,4,
2011,Regional School District 16,All Students,88.3,5.6,0,6.1,
2011,Regional School District 16,Hispanic,75,25,0,0,
2011,Regional School District 16,Non-Hispanic,88.8,4.8,0,6.4,
2011,Regional School District 16,Asian American ,NA,NA,NA,NA,
2011,Regional School District 16,Black,87.5,0,0,12.5,
2011,Regional School District 16,White,88.8,5,0,6.1,
2011,Regional School District 16,Male,86.6,6.2,0,7.2,
2011,Regional School District 16,Female,89.9,5.1,0,5.1,
2011,Regional School District 16,ELL,NA,NA,NA,NA,
2011,Regional School District 16,Non-ELL,88.2,5.6,0,6.2,
2011,Regional School District 16,Eligible For Lunch,68,24,0,8,
2011,Regional School District 16,Not Eligible For Lunch,91.2,2.9,0,5.8,
2011,Regional School District 16,Special Education,66.7,26.7,0,6.7,
2011,Regional School District 16,Non-Special Education,90.1,3.9,0,6.1,
2011,Regional School District 17,All Students,92.8,1.1,0,6.1,
2011,Regional School District 17,Hispanic,NA,NA,NA,NA,
2011,Regional School District 17,Non-Hispanic,92.8,1.1,0,6.1,
2011,Regional School District 17,American Indian,NA,NA,NA,NA,
2011,Regional School District 17,Asian American ,NA,NA,NA,NA,
2011,Regional School District 17,Black,NA,NA,NA,NA,
2011,Regional School District 17,White,92.6,1.1,0,6.3,
2011,Regional School District 17,Male,91.3,1.9,0,6.7,
2011,Regional School District 17,Female,94.8,0,0,5.2,
2011,Regional School District 17,Non-ELL,92.8,1.1,0,6.1,
2011,Regional School District 17,Eligible For Lunch,66.7,0,0,33.3,
2011,Regional School District 17,Not Eligible For Lunch,93.7,1.1,0,5.1,
2011,Regional School District 17,Special Education,90.9,0,0,9.1,
2011,Regional School District 17,Non-Special Education,93.1,1.3,0,5.7,
2011,Regional School District 18,All Students,97,3,0,0,
2011,Regional School District 18,Hispanic,NA,NA,NA,NA,
2011,Regional School District 18,Non-Hispanic,97,3,0,0,
2011,Regional School District 18,Asian American ,NA,NA,NA,NA,
2011,Regional School District 18,Black,NA,NA,NA,NA,
2011,Regional School District 18,White,96.9,3.1,0,0,
2011,Regional School District 18,Male,96.6,3.4,0,0,
2011,Regional School District 18,Female,97.4,2.6,0,0,
2011,Regional School District 18,ELL,NA,NA,NA,NA,
2011,Regional School District 18,Non-ELL,97,3,0,0,
2011,Regional School District 18,Eligible For Lunch,NA,NA,NA,NA,
2011,Regional School District 18,Not Eligible For Lunch,96.9,3.1,0,0,
2011,Regional School District 18,Special Education,78.6,21.4,0,0,
2011,Regional School District 18,Non-Special Education,99.2,0.8,0,0,
2011,Regional School District 19,All Students,82.7,9.2,0,8.1,
2011,Regional School District 19,Hispanic,60,30,0,10,
2011,Regional School District 19,Non-Hispanic,83.6,8.4,0,8,
2011,Regional School District 19,Asian American ,83.3,0,0,16.7,
2011,Regional School District 19,Black,60,30,0,10,
2011,Regional School District 19,White,84.5,7.9,0,7.5,
2011,Regional School District 19,Male,78.7,14,0,7.3,
2011,Regional School District 19,Female,87.3,3.7,0,9,
2011,Regional School District 19,ELL,NA,NA,NA,NA,
2011,Regional School District 19,Non-ELL,83.3,8.5,0,8.2,
2011,Regional School District 19,Eligible For Lunch,50,34.6,0,15.4,
2011,Regional School District 19,Not Eligible For Lunch,86,6.6,0,7.4,
2011,Regional School District 19,Special Education,56.8,37.8,0,5.4,
2011,Regional School District 19,Non-Special Education,86.6,4.9,0,8.5,
2011,Capitol Region Education Council,All Students,83.6,5.4,0,11,
2011,Capitol Region Education Council,Hispanic,68.9,9.8,0,21.3,
2011,Capitol Region Education Council,Non-Hispanic,87.4,4.2,0,8.4,
2011,Capitol Region Education Council,Asian American ,69.2,7.7,0,23.1,
2011,Capitol Region Education Council,Black,87.1,4.5,0,8.3,
2011,Capitol Region Education Council,White,90.3,3.2,0,6.5,
2011,Capitol Region Education Council,Male,80.3,9.4,0,10.2,
2011,Capitol Region Education Council,Female,86,2.3,0,11.6,
2011,Capitol Region Education Council,ELL,66.7,0,0,33.3,
2011,Capitol Region Education Council,Non-ELL,84,5.5,0,10.6,
2011,Capitol Region Education Council,Eligible For Lunch,77.2,9.8,0,13,
2011,Capitol Region Education Council,Not Eligible For Lunch,88.1,2.3,0,9.7,
2011,Capitol Region Education Council,Special Education,63.6,27.3,0,9.1,
2011,Capitol Region Education Council,Non-Special Education,85.2,3.6,0,11.2,
2011,Eastern Connecticut Regional Educational Service C,All Students,74.6,8.5,0,16.9,
2011,Eastern Connecticut Regional Educational Service C,Hispanic,90.9,9.1,0,0,
2011,Eastern Connecticut Regional Educational Service C,Non-Hispanic,70.8,8.3,0,20.8,
2011,Eastern Connecticut Regional Educational Service C,American Indian,NA,NA,NA,NA,
2011,Eastern Connecticut Regional Educational Service C,Black,NA,NA,NA,NA,
2011,Eastern Connecticut Regional Educational Service C,White,73.8,7.1,0,19,
2011,Eastern Connecticut Regional Educational Service C,Male,74.1,14.8,0,11.1,
2011,Eastern Connecticut Regional Educational Service C,Female,75,3.1,0,21.9,
2011,Eastern Connecticut Regional Educational Service C,ELL,NA,NA,NA,NA,
2011,Eastern Connecticut Regional Educational Service C,Non-ELL,73.2,8.9,0,17.9,
2011,Eastern Connecticut Regional Educational Service C,Eligible For Lunch,66.7,22.2,0,11.1,
2011,Eastern Connecticut Regional Educational Service C,Not Eligible For Lunch,78,2.4,0,19.5,
2011,Eastern Connecticut Regional Educational Service C,Special Education,NA,NA,NA,NA,
2011,Eastern Connecticut Regional Educational Service C,Non-Special Education,77.8,5.6,0,16.7,
2011,Common Ground High School District,All Students,86.8,5.3,0,7.9,
2011,Common Ground High School District,Hispanic,75,8.3,0,16.7,
2011,Common Ground High School District,Non-Hispanic,92.3,3.8,0,3.8,
2011,Common Ground High School District,Black,89.5,5.3,0,5.3,
2011,Common Ground High School District,White,100,0,0,0,
2011,Common Ground High School District,Male,82.4,5.9,0,11.8,
2011,Common Ground High School District,Female,90.5,4.8,0,4.8,
2011,Common Ground High School District,Non-ELL,86.8,5.3,0,7.9,
2011,Common Ground High School District,Eligible For Lunch,79.2,8.3,0,12.5,
2011,Common Ground High School District,Not Eligible For Lunch,100,0,0,0,
2011,Common Ground High School District,Special Education,75,25,0,0,
2011,Common Ground High School District,Non-Special Education,90,0,0,10,
2011,The Bridge Academy District,All Students,85.7,10.7,0,3.6,
2011,The Bridge Academy District,Hispanic,77.8,22.2,0,0,
2011,The Bridge Academy District,Non-Hispanic,89.5,5.3,0,5.3,
2011,The Bridge Academy District,American Indian,NA,NA,NA,NA,
2011,The Bridge Academy District,Black,88.9,5.6,0,5.6,
2011,The Bridge Academy District,Male,78.9,15.8,0,5.3,
2011,The Bridge Academy District,Female,100,0,0,0,
2011,The Bridge Academy District,Non-ELL,85.7,10.7,0,3.6,
2011,The Bridge Academy District,Eligible For Lunch,87,8.7,0,4.3,
2011,The Bridge Academy District,Not Eligible For Lunch,NA,NA,NA,NA,
2011,The Bridge Academy District,Special Education,NA,NA,NA,NA,
2011,The Bridge Academy District,Non-Special Education,87.5,8.3,0,4.2,
2011,Explorations District,All Students,52.9,23.5,0,23.5,
2011,Explorations District,Hispanic,NA,NA,NA,NA,
2011,Explorations District,Non-Hispanic,56.3,21.9,0,21.9,
2011,Explorations District,Asian American ,NA,NA,NA,NA,
2011,Explorations District,White,54.8,22.6,0,22.6,
2011,Explorations District,Male,43.8,25,0,31.3,
2011,Explorations District,Female,61.1,22.2,0,16.7,
2011,Explorations District,Non-ELL,52.9,23.5,0,23.5,
